configuration_accession,modality,modality_count,lab,submitted_by,award_component,file_set_accession,assay_term,preferred_assay_titles,aliases,raw_seqspec_version,normalized_seqspec_version,requested_reads,requested_reads_total,expected_fastq_count,supplied_fastq_count,controlled_access,report_path,run_status,pass_count,warning_count,error_count,interpretation_count
IGVFFI0397MMHG,rna,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS1061DPBM,single-nucleus RNA sequencing assay,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0397MMHG/rna.json,cached,18,3,0,2
IGVFFI0399LVUL,atac,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS7538AGGA,single-cell ATAC-seq,SHARE-seq,buenrostro-bernstein:SS-LS_3866_seqspec,0.3.0,0.4.0,10000,30000,3,3,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0399LVUL/atac.json,cached,15,6,0,10
IGVFFI0400HEBS,atac,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS4642GQLX,single-cell ATAC-seq,SHARE-seq,buenrostro-bernstein:SS-LS_8885_seqspec,0.3.0,0.4.0,10000,30000,3,3,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0400HEBS/atac.json,cached,15,6,0,10
IGVFFI0402GJBC,atac,1,"Ansuman Satpathy, Stanford",Christopher Mcginnis,functional characterization,IGVFDS5600JMON,single-nucleus ATAC-seq,10x multiome with MULTI-seq,ansuman-satpathy:seqspec_igvf_exp17_atac_10x5_NGS2,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0402GJBC/atac.json,cached,18,2,0,5
IGVFFI0403DDRD,rna,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS7332VBBE,single-cell RNA sequencing assay,SHARE-seq,buenrostro-bernstein:SS-LS_2366_seqspec_fixed,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0403DDRD/rna.json,cached,14,6,0,8
IGVFFI0403MSMO,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS4486ZXMQ,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0403MSMO/rna.json,cached,15,5,0,6
IGVFFI0403OCOR,atac,1,"Leif Ludwig, MDC",Ludwig Lab,mapping,IGVFDS6156CSUO,single-cell ATAC-seq,mtscMultiome,leif-ludwig:measurement2312527008_scATAC_L006_seqspec,0.3.0,0.4.0,10000,30000,3,3,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0403OCOR/atac.json,cached,14,2,0,4
IGVFFI0405ZERQ,rna,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS0663JRLJ,single-nucleus RNA sequencing assay,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0405ZERQ/rna.json,cached,19,3,0,5
IGVFFI0406GCXX,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS6578AQFG,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0406GCXX/rna.json,cached,14,5,0,3
IGVFFI0407GMAN,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS6520WEMB,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0407GMAN/rna.json,cached,14,5,0,3
IGVFFI0409NULB,atac,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS1628VOEK,single-cell ATAC-seq,SHARE-seq,buenrostro-bernstein:SS-LS_9032_seqspec,0.3.0,0.4.0,10000,30000,3,3,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0409NULB/atac.json,cached,15,6,0,10
IGVFFI0410HCVY,atac,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS8664VJYP,single-cell ATAC-seq,SHARE-seq,buenrostro-bernstein:SS-LS_9011_seqspec,0.3.0,0.4.0,10000,30000,3,3,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0410HCVY/atac.json,cached,15,6,0,10
IGVFFI0411IQMM,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS0287TFYK,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0411IQMM/rna.json,cached,14,5,0,3
IGVFFI0411OEVI,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS7533FCII,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0411OEVI/rna.json,cached,14,5,0,3
IGVFFI0412JBZB,atac,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS8131BLMU,single-cell ATAC-seq,SHARE-seq,buenrostro-bernstein:SS-LS_8630_seqspec,0.3.0,0.4.0,10000,30000,3,3,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0412JBZB/atac.json,cached,15,6,0,10
IGVFFI0412LEJI,rna,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS0264CFFS,single-cell RNA sequencing assay,SHARE-seq,buenrostro-bernstein:SS-LS_1596_seqspec_fixed,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0412LEJI/rna.json,cached,14,6,0,8
IGVFFI0412PIVD,atac,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS6090HGQV,single-cell ATAC-seq,SHARE-seq,buenrostro-bernstein:SS-LS_8710_seqspec,0.3.0,0.4.0,10000,30000,3,3,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0412PIVD/atac.json,cached,15,6,0,10
IGVFFI0413HRBV,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS5589QOQD,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0413HRBV/rna.json,cached,14,5,0,3
IGVFFI0413RRTC,atac,1,"Jimmie Ye, UCSF",Marcus Alvarez,mapping,IGVFDS9456LTKV,single-nucleus ATAC-seq,10x multiome,jimmie-ye:seqspec-XX4-SC2_snATAC_S4,0.3.0,0.4.0,10000,40000,4,4,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0413RRTC/atac.json,cached,18,2,0,5
IGVFFI0414GVZX,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS1256HYOG,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0414GVZX/rna.json,cached,14,5,0,3
IGVFFI0414HQDT,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS6953WYFH,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0414HQDT/rna.json,cached,15,5,0,6
IGVFFI0414RNVH,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS1344OXWB,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0414RNVH/rna.json,cached,14,5,0,3
IGVFFI0414YLWG,tag,1,"Ansuman Satpathy, Stanford",Christopher Mcginnis,mapping,IGVFDS5132OMIW,,10x multiome with MULTI-seq,ansuman-satpathy:igvf_exp7_multi_10x1_NGS2,0.3.0,0.4.0,10000,30000,3,3,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0414YLWG/tag.json,cached,16,4,0,3
IGVFFI0415WWOU,rna,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS6577GXSR,single-nucleus RNA sequencing assay,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0415WWOU/rna.json,cached,18,3,0,2
IGVFFI0416UTRP,crispr,1,"Jesse Engreitz, Stanford",Chongyon Park,functional characterization,IGVFDS4131PEUN,,TAP-seq,jesse-engreitz:configuration_file_WTC11_DC-TAP-seq_g16,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0416UTRP/crispr.json,cached,12,3,0,2
IGVFFI0417FSLN,atac,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS4496CBBT,single-cell ATAC-seq,SHARE-seq,buenrostro-bernstein:SS-LS_1607_seqspec_fixed,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0417FSLN/atac.json,cached,16,5,0,6
IGVFFI0418YYHV,atac,1,"Jimmie Ye, UCSF",Marcus Alvarez,mapping,IGVFDS0381JXPB,single-nucleus ATAC-seq,10x multiome,jimmie-ye:seqspec-XX12-SC3_snATAC_S1,0.3.0,0.4.0,10000,40000,4,4,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0418YYHV/atac.json,cached,18,2,0,5
IGVFFI0419LNAO,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS9854NDEC,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0419LNAO/rna.json,cached,14,5,0,3
IGVFFI0419XYUL,atac,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS3904LNOW,single-nucleus ATAC-seq,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0419XYUL/atac.json,cached,18,2,0,5
IGVFFI0420ONKR,tag,1,"Ansuman Satpathy, Stanford",Christopher Mcginnis,mapping,IGVFDS8226YTNI,,10x multiome with MULTI-seq,ansuman-satpathy:seqspec_igvf_exp4_multi_10x1_NGS1,0.3.0,0.4.0,10000,30000,3,3,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0420ONKR/tag.json,cached,16,4,0,3
IGVFFI0421LEZK,atac,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS4356BCAL,single-nucleus ATAC-seq,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0421LEZK/atac.json,cached,18,2,0,5
IGVFFI0422MEXH,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS6835GFNB,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0422MEXH/rna.json,cached,14,5,0,3
IGVFFI0425QEQI,tag,1,"Ansuman Satpathy, Stanford",Christopher Mcginnis,mapping,IGVFDS8937ZULR,,10x multiome with MULTI-seq,ansuman-satpathy:seqspec_igvf_exp12_multi_10x5_NGS6,0.3.0,0.4.0,10000,30000,3,3,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0425QEQI/tag.json,cached,16,4,0,3
IGVFFI0426DRJS,rna,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS4345CVPC,single-cell RNA sequencing assay,SHARE-seq,buenrostro-bernstein:SS-LS_3987_seqspec,0.3.0,0.4.0,10000,30000,3,3,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0426DRJS/rna.json,cached,16,6,0,10
IGVFFI0428NMOT,atac,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS2063ABVV,single-cell ATAC-seq,SHARE-seq,buenrostro-bernstein:SS-LS_8887_seqspec,0.3.0,0.4.0,10000,30000,3,3,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0428NMOT/atac.json,cached,15,6,0,10
IGVFFI0431GPMD,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS9250WHDS,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0431GPMD/rna.json,cached,14,5,0,3
IGVFFI0431VBFA,atac,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS1138LJOC,single-cell ATAC-seq,SHARE-seq,buenrostro-bernstein:SS-LS_1669_seqspec_fixed,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0431VBFA/atac.json,cached,13,5,0,9
IGVFFI0432LITC,rna,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS7938OXSK,single-cell RNA sequencing assay,SHARE-seq,buenrostro-bernstein:SS-LS_7380_seqspec,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0432LITC/rna.json,cached,14,6,0,8
IGVFFI0433SAJT,rna,1,"Leif Ludwig, MDC",Ludwig Lab,mapping,IGVFDS8200YQOR,single-cell RNA sequencing assay,mtscMultiome,leif-ludwig:measurement2308502008_scRNA_L001_seqspec,0.3.0,0.4.0,10000,20000,2,2,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0433SAJT/rna.json,cached,10,1,0,2
IGVFFI0433SNYI,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS6177ZMUI,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0433SNYI/rna.json,cached,14,5,0,3
IGVFFI0433ZQOW,rna,1,"Hao Wu, UPenn",Hongjie Zhang,networks,IGVFDS3246KEMG,single cell new transcription sequencing,scNT-seq2,hao-wu:scNTseq_donor_16-1174_day0.yaml,0.3.0,0.4.0,10000,20000,2,2,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0433ZQOW/rna.json,cached,8,2,0,3
IGVFFI0434IPZB,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS8310XEDQ,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0434IPZB/rna.json,cached,14,5,0,3
IGVFFI0435IVUZ,rna,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS2476NYCP,single-cell RNA sequencing assay,SHARE-seq,buenrostro-bernstein:SS-LS_2470_seqspec_fixed,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0435IVUZ/rna.json,cached,14,6,0,8
IGVFFI0435RNKE,tag,1,"Gary Hon, UT",Mpathi Nzima,functional characterization,IGVFDS3633OXMI,,Perturb-seq,gary-hon:seqspec_IGVFFI6653WHJW_hto,0.3.0,0.4.0,10000,30000,3,3,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0435RNKE/tag.json,cached,19,10,0,8
IGVFFI0437NJTH,atac,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS0901BUZQ,single-cell ATAC-seq,SHARE-seq,buenrostro-bernstein:SS-LS_8970_seqspec,0.3.0,0.4.0,10000,30000,3,3,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0437NJTH/atac.json,cached,15,6,0,10
IGVFFI0437TSNT,rna,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS5071AEIH,single-nucleus RNA sequencing assay,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0437TSNT/rna.json,cached,18,3,0,2
IGVFFI0438GLLQ,crispr,1,"Jesse Engreitz, Stanford",Chongyon Park,functional characterization,IGVFDS4351HDHA,,TAP-seq,jesse-engreitz:configuration_file_K562_DC-TAP-seq_g5,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0438GLLQ/crispr.json,cached,12,3,0,2
IGVFFI0439YUNJ,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS2137KTWT,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0439YUNJ/rna.json,cached,15,5,0,6
IGVFFI0441FRGI,tag,1,"Ansuman Satpathy, Stanford",Christopher Mcginnis,mapping,IGVFDS8937ZULR,,10x multiome with MULTI-seq,ansuman-satpathy:seqspec_igvf_exp12_multi_10x5_NGS1,0.3.0,0.4.0,10000,30000,3,3,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0441FRGI/tag.json,cached,16,4,0,3
IGVFFI0441IHQW,atac,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS2791OYQB,single-cell ATAC-seq,SHARE-seq,buenrostro-bernstein:SS-LS_1737_seqspec_fixed,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0441IHQW/atac.json,cached,13,5,0,9
IGVFFI0441RFOM,atac,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS3905KJMK,single-nucleus ATAC-seq,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0441RFOM/atac.json,cached,18,2,0,5
IGVFFI0442IOZR,rna,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS5571RDTA,single-nucleus RNA sequencing assay,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0442IOZR/rna.json,cached,18,3,0,2
IGVFFI0442IZGA,rna,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS6965XCFR,single-nucleus RNA sequencing assay,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0442IZGA/rna.json,cached,18,3,0,2
IGVFFI0442ORYZ,rna,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS1354SHUU,single-nucleus RNA sequencing assay,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0442ORYZ/rna.json,cached,18,3,0,2
IGVFFI0443QWGZ,atac,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS1034GEYX,single-cell ATAC-seq,SHARE-seq,buenrostro-bernstein:SS-LS_2369_seqspec_fixed,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0443QWGZ/atac.json,cached,13,5,0,9
IGVFFI0443RSJR,atac,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS3677FWQE,single-nucleus ATAC-seq,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0443RSJR/atac.json,cached,18,2,0,5
IGVFFI0444AJYO,atac,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS9664AFSO,single-cell ATAC-seq,SHARE-seq,buenrostro-bernstein:SS-LS_1044_seqspec,0.3.0,0.4.0,10000,30000,3,3,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0444AJYO/atac.json,cached,15,6,0,10
IGVFFI0444BIGS,atac,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS8970MJXV,single-cell ATAC-seq,SHARE-seq,buenrostro-bernstein:SS-LS_4338_seqspec,0.3.0,0.4.0,10000,30000,3,3,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0444BIGS/atac.json,cached,15,6,0,10
IGVFFI0446IAQU,rna,1,"Jay Shendure, UW",Beth Martin,functional characterization,IGVFDS2385QENN,in vitro CRISPR screen using single-cell RNA-seq,scCRISPR screen,jay-shendure:CRISPRa_singlecell_iPSC-derived-neurons_VPH_10Xlane3_seqlane1_exprs_seqspec,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0446IAQU/rna.json,cached,18,1,0,4
IGVFFI0448BGXD,rna,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS1158PFBA,single-nucleus RNA sequencing assay,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0448BGXD/rna.json,cached,18,3,0,2
IGVFFI0448IBKD,rna,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS2439BCVO,single-cell RNA sequencing assay,SHARE-seq,buenrostro-bernstein:SS-LS_1514_seqspec_fixed,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0448IBKD/rna.json,cached,14,6,0,8
IGVFFI0448NGKO,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS3033TLDI,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0448NGKO/rna.json,cached,14,5,0,3
IGVFFI0449PVAM,rna,1,"Ansuman Satpathy, Stanford",Christopher Mcginnis,mapping,IGVFDS5786SCIX,single-nucleus RNA sequencing assay,10x multiome with MULTI-seq,ansuman-satpathy:seqspec_igvf_exp11_rna_10x2_NGS2,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0449PVAM/rna.json,cached,20,3,0,8
IGVFFI0449XYXJ,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS5969XSBI,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0449XYXJ/rna.json,cached,14,5,0,3
IGVFFI0453CTJV,rna,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS4251DXEC,single-cell RNA sequencing assay,SHARE-seq,buenrostro-bernstein:SS-LS_855_seqspec,0.3.0,0.4.0,10000,30000,3,3,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0453CTJV/rna.json,cached,16,6,0,10
IGVFFI0453DFWG,rna,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS1302XQWQ,single-nucleus RNA sequencing assay,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0453DFWG/rna.json,cached,18,3,0,2
IGVFFI0453GTMZ,rna,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS4482CBYL,single-nucleus RNA sequencing assay,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0453GTMZ/rna.json,cached,19,3,0,5
IGVFFI0453KNJP,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS1144SYSV,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0453KNJP/rna.json,cached,14,5,0,3
IGVFFI0454PMMF,atac,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS7782SATY,single-nucleus ATAC-seq,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0454PMMF/atac.json,cached,18,2,0,5
IGVFFI0456AGBL,atac,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS9931JAJO,single-cell ATAC-seq,SHARE-seq,buenrostro-bernstein:SS-LS_8320_seqspec,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0456AGBL/atac.json,cached,13,5,0,9
IGVFFI0457JTEV,rna,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS0313KPRX,single-cell RNA sequencing assay,SHARE-seq,buenrostro-bernstein:SS-LS_7393_seqspec,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0457JTEV/rna.json,cached,14,6,0,8
IGVFFI0458PDFG,rna,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS2621IQYM,single-nucleus RNA sequencing assay,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0458PDFG/rna.json,cached,18,3,0,2
